22,"7:37 AM · Jan 25, 2020",unverified,CBS Evening News,1.22E+18,"CORONAVIRUS OUTBREAK: The 2nd U.S. case of the pneumonia-like illness was confirmed in Chicago Friday, as @CDCgov checks at least 63 possible domestic cases. Coronavirus has killed more than 40 in China and infected more than 1,000, Dean Reynolds reports"
23,"11:30 PM · Jan 24, 2020",unverified,Kyle Bass,1.22E+18,"The only “declared” Virology Lab in China is in Wuhan. Top biologists were skeptical of the lab when it was built in 2017 and were worried that testing SARS, MERS, and biological weapons on animals there might be problematic…"
24,"7:55 AM · Jan 25, 2020",unverified,Twitter Moments,1.22E+18,"Health authorities in China said 15 more people have died from the coronavirus outbreak in Wuhan, bringing the death toll to 41. "
25,"2:14 AM · Jan 25, 2020",unverified,d-atis,1.22E+18,"450 military medical personnel from #China's  Army, Navy & Air Force medical universities are heading to #Wuhan to help with the #coronoavirus #WuhanCoronavirus outbreak, video shows them loading up into the planes"
26,"2:03 AM · Jan 25, 2020",unverified,SCMP News,1.22E+18,Contact with wild animal meats at the seafood market has been deemed the likely origin of the first
27,"7:58 AM · Jan 25, 2020",unverified,"confusenet.com",1.22E+18,What choice do I have?’ Lock-down strands millions in China’s Wuhan
28,"12:14 AM · Jan 25, 2020",unverified,Ms.F,1.22E+18,"A #Wuhan first line medical personnel reporting the situation of #WuhanPneumonia: 1. the totally dead case numbers is 90,000, not only 26. 2. if one influence, can be spreading 14 ppl. 3.the virus already second generation mutation, will hv explosiveness dead cases"
29,"7:45 AM · Jan 25, 2020",unverified,Bill Gertz,1.22E+18,Two facilities in Wuhan are linked to covert Chinese biological weapons programs. Did the deadly coronavirus escape from a BW weapons lab? 
30,"7:31 AM · Jan 25, 2020",unverified,hhh,1.22E+18,Discover of patients with“untypical symptoms.” No cough/fever. Only tiredness/vomit/diarrhea/abnormal heart beating/heavy chest/ conjunctivitis. In some cases patients only felt muscle pain and sore. 
31,"7:31 AM · Jan 25, 2020",unverified,China Xinhua News,1.22E+18,"Wuhan will follow Beijing's SARS treatment model to build a special hospital planned to accommodate 1,000 beds. It will be put into use by Feb. 3"
32,"5:35 AM · Jan 25, 2020",unverified,Giulio Terzi,1.22E+18,"#CCP #censorship have withhold for weeks -as in #SARS epidemia,2003- information vital to #PublicHealth.It was only  when #HongKong media reported #coronavirus spreading to other cities beyond #Wuhan that @XiJingping Gov.admitted:4days ago! @joshuawongcf "
33,"2:15 AM · Jan 25, 2020",unverified,Kelly Zhang,1.22E+18,"I was not about to tweet this tonight but find the VPN I am using on my PC was blocked ,I don’t feel right right now. This is what really happening in Wuhan, both patients and doctors are mental breakdown"
34,"5:42 AM · Jan 25, 2020",unverified,The Economist,1.22E+18,
35,"7:53 AM · Jan 25, 2020",unverified,Aurora Intel - #StayHome,1.22E+18,Confirmed: Death toll from #Wuhan #CoronaVirus has reached 41.
36,"7:55 AM · Jan 26, 2020",unverified,I am coming for all of you,1.22E+18,So...the Chinese government is busy killing protestors in Hong Kong while the entire city of Wuhan is suffering from an outbreak of Coronavirus that may very well spread worldwide killing millions.
37,"2:14 PM · Jan 25, 2020",unverified,Soutik Biswas,1.22E+18,"41 dead, 1287 confirmed cases in China New 1000-bed hospital being built in six days in Wuhan Virus spreads to Europe - 3 cases confirmed in France. Wuhan under lockdown Tourist sites in Beijing shut McDonald’s shut in 5 cities"
38,"7:38 AM · Jan 26, 2020",unverified,CGTN,1.22E+18,"10 new cases of #coronavirus, including three doctors, have been confirmed in Beijing, bringing the total number to 51. Of the three doctors, two had traveled to Wuhan and the third sat next to one infected doctor during a meeting."
39,"8:40 AM · Jan 26, 2020",unverified,The New York Times,1.22E+18,"A 62-year-old ear, nose and throat specialist became one of the latest victims of the coronavirus outbreak in China on Saturday. State-owned television said the doctor had been at the “front line” of the outbreak. "
40,"2:41 AM · Jan 26, 2020",unverified,Phov,1.22E+18,Turns out way more countries had visitors traveling in and out from Wuhan. Google 109 countries.
41,"8:59 AM · Jan 26, 2020",unverified,The Jakarta Post,1.22E+18,Coronavirus outbreak: Indonesians in locked-down Wuhan want to come home
42,"8:59 AM · Jan 26, 2020",unverified,New Straits Times,1.22E+18, confirmed a fourth imported case of the #Wuhan #coronavirus early on Sunday.
43,"8:36 AM · Jan 26, 2020",unverified,Graveyardmilk,1.22E+18,Chinese people trying to walk home in wuhan china
44,"8:06 PM · Jan 25, 2020",unverified,AJ,1.22E+18,And suddenly he’s doctor.They were brought to Sg Buloh because of the facilities lah. You cant simply deport people back to Wuhan when all the flights to and from Wuhan have been cancelled.There are protocols in place in which you have no knowledge about https://twitter.com/arcx13/status/1220978134691958784 …
45,"6:28 PM · Jan 25, 2020",unverified,크리스탈Crystal^.^,1.22E+18,Everyone who has visited Macau for SS8. Please check the below link. Many Wuhan ELF stepped forward to tell us where they were at during the concert and suggest everyone in the area to be extra careful. They are currently fine but better to play safe.
46,"12:15 AM · Jan 24, 2020",unverified,Krish.Makeover,1.22E+18,INCREDIBLE! THE ENTIRE CITY OF WUHAN HAS BEEN QUARANTED AND COMPLETELY ISOLATED. NO ONE CAN ENTER AND EXIT FROM THE CITY! ⚠️☣⚠️ #coronavirus #Wuhan #WuhanQuaranted  
47,"9:04 AM · Jan 25, 2020",unverified,Roman Akramovich,1.22E+18,"Hospital in Wuhan Total bed : 1,000 Completion : 6 days Hospital in Rembau Total bed : 76 Completion : 7 years"
48,"4:43 AM · Jan 26, 2020",unverified,Laurie Garrett,1.22E+18,"From all over the world I've been getting fearful questions about how people can protect themselves from #nCoV2019 infection. After responding to some individually, I decided to pull it all together. I hope someone will dist. this in Mandarin & Cantonese"
49,"8:59 AM · Jan 26, 2020",unverified,"New Straits Times",1.22E+18,#Singapore confirmed a fourth imported case of the #Wuhan #coronavirus early on Sunday.
50,"11:42 AM · Jan 25, 2020",unverified,Muhammad Lila,1.22E+18,"Liang Wudong, a surgeon who was treating patients in Wuhan, just become the first doctor to die from the new Coronavirus. A reminder that while everyone else is trying to avoid it, frontline medical staff are risking their lives to cure it + save others"
51,"9:40 PM · Jan 25, 2020",unverified,Kyle Bass,1.22E+18,A husband and wife Chinese spy team were recently removed from a Level 4 Infectious Disease facility in Canada for sending pathogens to the Wuhan facility. The husband specialized in coronavirus research.
52,"11:44 PM · Jan 25, 2020",unverified,BFM News,1.22E+18,"The Health Ministry has confirmed another positive Coronavirus case, bringing the total number of cases detected to four. The 40 year old man from Wuhan exhibited symptoms a day after arriving in Johor Bahru, from Singapore. Currently, he is in stable condition."
53,"8:59 AM · Jan 26, 2020",unverified,"Arthur Kimes",1.22E+18,"A Man Diagnosed With Wuhan Coronavirus Near Seattle Is Being Treated Largely By a Robot…"
54,"1:47 AM · Jan 26, 2020",unverified,Straits Herald,1.22E+18,"BREAKING Malaysia confirms 4th case of #coronavirus. The first 3 cases are from the same family, while this 4th case is independent from that. All four patients are residents of #wuhan #china, and entered Malaysia via Singapore, in Johor Bahru.#2019nCoV"
55,"8:51 AM · Jan 26, 2020",unverified,"Eugene Gu, MD",1.22E+18,"The same anti-vaxxers fearmongering about the Wuhan coronavirus for racist clout against Chinese people don’t care that the flu kills 646,000 people worldwide in a year. In the same time it took the coronavirus to kill less than 100 people, nearly 80,000 died from the common flu."
56,"2:47 AM · Jan 25, 2020",unverified,Sniper3,1.22E+18,"[The medical team collapsed] [Wuhan Medical Care is asking for help! #coronavirus More than 10,000 medical staff at the main hospitals in Wuhan have been overwhelmed in the past few days and have not seen their loved ones, along with a shortage of supplies at the hospital."
57,"6:10 PM · Jan 25, 2020",unverified,dais,1.22E+18,"this is allegedly a voice note from a nurse in Wuhan, China at the epicenter of where the coronavirus began. heartbreaking if it’s real."
58,"10:46 AM · Jan 24, 2020",unverified,Miho Yamamoto,1.22E+18,"Regards to the current Wuhan Virus (2019-nCov)，I have to ask a question on why it outbreak in Wuhan？Is  Chinese outside Wuhan don't eat bats & frog？The answer is simple, the only P4 lab in China located in Wuhan. It's a man made virus rather than come from nature"
59,"8:59 AM · Jan 26, 2020",unverified,Heather S,1.22E+18,".@ewarren’s competence, respect for others and status as the nation’s first female president would be a fitting response to the ignorance, sexism and xenophobia of the Trump Oval Office, the Register’s editorial board writes. #IAcaucus  "
60,"8:59 AM · Jan 26, 2020",unverified,"ъรεս",1.22E+18,"Coronavirus outbreak: State Department races to get Americans out of Wuhan, China"
61,"8:23 AM · Jan 26, 2020",unverified,Nikkei Asian Review,1.22E+18,"No longer a regional issue, Xi elevates Wuhan outbreak to ""all-China"" emergency"
62,"8:58 AM · Jan 26, 2020",unverified,𝙳𝚊𝚟𝚎 𝙴𝚗𝚗𝚊,1.22E+18,"  It would be a wonderful gesture for @realDonaldTrump to travel to Wuhan, China, to show our confidence and support of China’s efforts"
63,"8:58 AM · Jan 26, 2020",unverified,"Vincent Lee",1.22E+18,"Reuters: Jan 25 (Reuters) - Canada declared on Saturday that Toronto Public Health has received notification of first presumptive confirmed case of coronavirus in a resident who recently returned from Wuhan, the government said in a statement."
64,"6:52 AM · Jan 26, 2020",unverified,André Picard,1.22E+18,"""The system is working...we are better prepared to act than ever in the past,"" says Ontario health minister @celliottability. Province launches web page http://www.ontario.ca/coronavirus   #coronavirus #nCoV2019"
65,"8:51 AM · Jan 26, 2020",unverified,"Eugene Gu, MD",1.22E+18,"The same anti-vaxxers fearmongering about the Wuhan coronavirus for racist clout against Chinese people don’t care that the flu kills 646,000 people worldwide in a year. In the same time it took the coronavirus to kill less than 100 people, nearly 80,000 died from the common flu."
66,"8:58 AM · Jan 26, 2020",unverified,"Ron Nagtegaal",1.22E+18,"Wuhan Virus Latest: More Domestic, Foreign Governments Raise Alarms as Confirmed Cases Surge "
67,"10:23 PM · Jan 25, 2020",unverified,Department of Health and Social Care,1.22E+18,"UPDATE on #coronavirus testing in the UK: As of 2PM on Saturday 25 January 2020, a total of 31 tests have concluded: 31 were confirmed negative 0 positive Updated data will be published at 2PM daily until further notice."
68,"8:56 AM · Jan 26, 2020",unverified,Tech Junkie,1.22E+18,Wuhan #coronavirus death toll rises to 54 as healthcare workers say medical supplies are running out https://cnn.it/2RpPvIk  
69,"8:56 AM · Jan 26, 2020",unverified,"Eugene Gu, MD",1.22E+18,Legitimate fear about the Wuhan coronavirus as a new and poorly understood threat that could have potential for grave disaster is not unreasonable. I’m one of the people who feels that way too. I’m simply talking about anti-vaxxers calling Chinese people dirty bat eating savages.
70,"8:56 AM · Jan 26, 2020",unverified,"Eugene Gu, MD",1.22E+18,Legitimate fear about the Wuhan coronavirus as a new and poorly understood threat that could have potential for grave disaster is not unreasonable. I’m one of the people who feels that way too. I’m simply talking about anti-vaxxers calling Chinese people dirty bat eating savages.
71,"10:02 PM · Jan 27, 2020",unverified,dr. trey #MasksUp 2nd Wave,1.22E+18,"""The #coronavirus came into that marketplace before it came out of that marketplace."""
72,"8:30 PM · Jan 26, 2020",unverified,A y i n,1.22E+18,"Good article on how to reduce the chance of getting the coronavirus or any virus Very detailed explanation please read so you can protect yourself and people around you.  "
73,"1:26 AM · Jan 26, 2020",unverified,エンジェル,1.22E+18,"2020 so far; - “world war 3” - iran plane crash - australian bushfires - volcanic eruptions - earthquake in indonesia - jakarta flood - wuhan coronavirus outbreak"
74,"10:58 PM · Jan 27, 2020",unverified,"Microbes&Infection",1.22E+18,"Chinese tech firms pitch in with funds to fight #Wuhan #nCoV #coronavirus. Qihoo 360 has pledged to donate 15 million yuan in medical resources while AI firm iFlyTek said it donated 10 million yuan & 500,000 yuan worth of medical supplies"
75,"10:43 PM · Jan 26, 2020",unverified,Soares Chen,1.22E+18,I am a Malaysian living in Germany and currently healthy but locked down in Wuhan. I am here sharing some of my own thoughts on the #coronavirus from ground zero perspective. (Thread below)
76,"10:58 PM · Jan 27, 2020",unverified,EchoTadsss,1.22E+18,Ban Chinese from wuhan Pls Lockdown
77,"9:04 PM · Jan 27, 2020",unverified,Barbara Malmet,1.22E+18,"More people are dying of #coronavirus in China, not just in Wuhan. There is fear efforts to contain it are failing. Researchers are fast-tracking a vaccine but it is still a ways away. What is essential: trusting that governments are telling the truth.  "
78,"10:51 PM · Jan 27, 2020",unverified,周锋锁 Fengsuo Zhou,1.22E+18,"As #Wuhan becomes known through #coronavirus, the city’s true hero 秦永敏 Qin Yongmin, China’s Mandela, is in his 23rd year in prison, forgotten by the international community.He was the most persistent leader of China’s fight for democracy, detained 40 times in last 40 years"
79,"10:47 PM · Jan 27, 2020",unverified,wsj,1.22E+18,Wuhan’s mayor said rules imposed by Beijing limited what he could disclose about the threat posed by a fast-spreading coronavirus that has killed dozens of people and infected thousands
80,"8:46 PM · Jan 27, 2020",unverified,CBS This Morning,1.22E+18,"The US government is racing to evacuate Americans from Wuhan as China sends reinforcements to the city where the deadly coronavirus outbreak began.@RamyInocencio is covering the virus, which is now spreading faster: "
81,"10:51 PM · Jan 27, 2020",unverified,Huobi,1.22E+18,"Huobi sends love and support to everyone impacted by the coronavirus. Huobi decides to establish @HuobiCharity Charity,and set up a 10 Million RMB fund to purchase protective equipment and donate to the medical staff working at the frontline.#coronavirus #Wuhan #prayforwuhan"
82,"4:40 PM · Jan 27, 2020",unverified,Steve Lookner,1.22E+18,"""The dean of the university's medical school, Gabriel Leung, said his team has estimated that as of Saturday, some 44,000 people in Wuhan alone were likely to have been infected by the new virus."""
83,"8:39 PM · Jan 27, 2020 from Hubei",unverified,Thomas,1.22E+18,"What progress? There are 65 Ugandan Students in Wuhan, the epicentre of the Novel Coronavirus outbreak but the Gov’t (not even through the embassy) has reached out to the students. "
84,"11:38 AM · Jan 27, 2020",unverified,Himalaya Global,1.22E+18,"""The data you read online is only what the government want you to know. #Wuhan is doomed. We are short of medical supplies and almost unprotected. This thing has existed since Dec and the government has suppressed the information"". "
85,"10:57 PM · Jan 27, 2020",unverified,Jennifer HY Chan ,1.22E+18,"#Wuhan person refuses to leave home and get tested for #WuhanCoronavirus. So, others simply block him from coming out. This is the #China way to deal with the #WuhanOutbreak."
86,"2:05 AM · Jan 27, 2020",unverified,BANDIT XRAY,1.22E+18,"Chinese government has just admitted that the #coronavirus CANNOT be contained & people can spread the deadly pathogen before they're symptomatic, calling into question U.S. strategy to contain it... Do not be scared, Be Prepared!"
87,"9:36 PM · Jan 27, 2020",unverified,Manila Bulletin News,1.22E+18,"BREAKING: Three Chinese nationals were admitted to the San Lazaro Hospital in Manila after displaying symptoms of flu, an official of the hospital confirmed. Two of them have travel history from Wuhan, China, the center of the novel coronavirus. | via @MBMinkaTiangco"
88,"10:58 PM · Jan 27, 2020",unverified,No one is above the law,1.22E+18,"Maybe you need to go to Wuhan for a photo op. And please shake many hands, throw face masks into the crowd, and hug many people."
89,"8:18 PM · Jan 27, 2020",unverified,Inquirer,1.22E+18,"JUST IN: Health Sec. Francisco Duque confirms 3 Chinese nationals were admitted to San Lazaro Hospital in Manila after showing signs of flu; says 2 of them have travel history from China’s Wuhan City, the center of the novel coronavirus’ outbreak."
90,"10:58 PM · Jan 27, 2020",unverified,Eleven-11,1.22E+18,"Its absolutely ridiculous that governments worldwide are only checking people that have travelled to Wuhan, as it is completely spread throughout china, Asia and several other countries. And to add to this it may lay dormant for up to 2 weeks!"
91,"9:31 AM · Jan 27, 2020",unverified,Solomon Yue,1.22E+18,#coronavirus is stolen from Canada by🇨🇳espionage & sent to Wuhan to be weaponized to kill foreign enemies. Now the deadly weaponized virus kills 80 Chinese & no foreigners & becomes Emperor Shithole's Chernobyl! 
92,"10:46 PM · Jan 27, 2020",unverified,slovborg,1.22E+18,"So, there's this conspiracy theory going around, about the Wuhan coronavirus being engineered in that military biotech lab in Wuhan – which I'm not inclined to believe, here's why. I think the truth is even more uncomfortable; and resorting to a conspiracy theory is a cope."
93,"10:57 PM · Jan 27, 2020",unverified,"Jennifer HY Chan",1.22E+18,"#Wuhan person refuses to leave home and get tested for #WuhanCoronavirus. So, others simply block him from coming out. "
94,"8:58 PM · Jan 27, 2020",unverified,CNN Philippines,1.22E+18,BREAKING: San Lazaro Hospital confirms that three Chinese nationals are under investigation for possible Wuhan coronavirus infection
95,"1:14 PM · Jan 27, 2020",unverified,Matthew Wynia,1.22E+18,"This is a problem: “China’s top leader, Xi Jinping, has promised drastic measures to contain the virus.” Drastic measures can make things worse. We need smart measures. "
96,"6:45 PM · Jan 27, 2020",unverified,Xinqi Su 蘇昕琪,1.22E+18,"When asked if medics deployed from other parts of China to Wuhan have formed a sufficient force of help by @CCTV host, mayor Zhou Xianwang said he felt ""happy"" 幸福""As a Chinese, as a Chinese citizen under the leadership of the Chinese Communist Party, I indeed feel happy..."
97,"10:12 PM · Jan 27, 2020",unverified,China Xinhua News,1.22E+18,"Heartwarming: Residents chant ""Wuhan, Jiayou"" for their city to hold on despite adversity"
98,"2:20 PM · Jan 27, 2020",unverified,New York Times Opinion,1.22E+18,"More often than not, health officials are several steps behind a spreading epidemic: Quarantines are too much too late, argues Dr. Howard Markel"
99,"11:55 AM · Jan 27, 2020",unverified,Richard Ker,1.22E+18,"“Mommy is going there to fight the monster virus, I’ll be back soon.” 144 medical personnel from Chongqing Emergency Medical Centre left for Wuhan last night"
100,"1:07 PM · Jan 27, 2020",unverified,Hiro Hamakawa,1.22E+18," A #Wuhan official Wang XianLiang died because of #WuhanPneumonia. The first official died due to this deadly virus.https://news.rthk.hk/rthk/ch/component/k2/1505050-20200127.htm …"
101,"6:04 PM · Jan 27, 2020",unverified,James Chau,1.22E+18,What you need to know about the novel #coronavirus currently centered in #Wuhan: https://twitter.com/WHOWPRO/status/1220195655689195521 …
102,"10:00 PM · Jan 27, 2020",unverified,Abacus,1.22E+18,"RT @AbacusNews: Gamers stuck indoors during Wuhan coronavirus outbreak overwhelm China’s #PUBGMobile"
103,"9:59 AM · Jan 28, 2020",unverified,s t e v e,1.22E+18,"Bring everyone in from Wuhan! There's no symptoms! You don't need to have a temperature to have it! Just go to a GP and spread it when you feel like it! (Broughttoyouby @NSWHEALTH Sydney) #lawsuits coming"
104,"8:34 AM · Jan 28, 2020",unverified,ABC News,1.22E+18,"The U.S. government is chartering a flight out of Wuhan, China -- the city at the center of the novel coronavirus outbreak -- for U.S. personnel, their families and some U.S. citizens on Wednesday"
105,"5:55 PM · Jan 26, 2020",unverified,Latest on SAYS,1.22E+18,"Malaysia is one of the top countries in the world in terms of being prepared for major infectious diseases. We are, in fact, number one."
106,"7:50 AM · Jan 28, 2020",unverified,Dr. Dena Grayson,1.22E+18,"RT @DrDenaGrayson: Multiple experts estimate that the ACTUAL #2019_nCov cases in #China number *tens of thousands*."
107,"8:42 PM · Jan 27, 2020",unverified,ℒ𝒞 ℒ𝒾𝓅𝓅𝓂𝒶𝓃𝓃,1.22E+18,The Coronovirus in Wuhan sounds like it is a Bioweapon that was released by a nearby Bioweapons lab. 
108,"10:30 PM · Jan 27, 2020",unverified,News from Science,1.22E+18,"The Huanan seafood market in Wuhan has been widely considered the source of the outbreak of a novel coronavirus. But the virus may have infected people elsewhere first, a new paper suggests. "
109,"5:22 PM · Jan 26, 2020",unverified,𝒫𝓇𝒶𝓎 𝒻𝑜𝓇 𝐻𝓊𝓂𝒶𝓃𝒾𝓉𝓎,1.22E+18,"RT @plantsNbabes: Citizens of #wuhan and #china please do not panic. Pets CANT give you #coronarvirus. Please stop abandoning them! "
110,"9:11 AM · Jan 28, 2020",unverified,Steve Lookner,1.22E+18,The number of official cases in Wuhan went from 692 to 1590 in one day
111,"10:56 PM · Jan 27, 2020",unverified,"Donald J. Trump",1.22E+18,"We are in very close communication with China concerning the virus. Very few cases reported in USA, but strongly on watch. We have offered China and President Xi any help that is necessary. Our experts are extraordinary!"
112,"9:59 AM · Jan 28, 2020",unverified,The Jerusalem Post,1.22E+18,"The number of confirmed cases in the province rose to 2,714. "
113,"9:48 PM · Jan 26, 2020",unverified,nesruler,1.22E+18,"Please do retweet this, We need to change our disgusting habits, this is a really2 serious matter! This is no joke nor a game, many people are infected and dying right now and we don’t even know the exact number because it’s under-reported "
114,"4:58 AM · Jan 28, 2020",unverified,Botalia,1.22E+18,"RT @Natalia01Mateo: 'We're being extra, extra cautious about this,' says Ontario associate chief medical officer. "
115,"8:18 AM · Jan 28, 2020",unverified,WCS Newsroom: #EarthStrong,1.22E+18,"OP-ED: ""Abolish Asia’s ‘Wet Markets,’ Where #Pandemics Breed"" | By Christian Walzer and Aili Kang for The Wall Street Journal Consumption of wild meat appears to be to blame for the #Wuhan virus, as it was for #SARS in 2003."
116,"11:33 AM · Jan 27, 2020",unverified,The Spectator Index,1.22E+18,"RT @spectatorindex: BREAKING: 5 million people left Wuhan, the epicentre of the coronavirus outbreak, before the lockdown went into effect."
117,"3:07 AM · Jan 27, 2020",unverified,occupycorruptDC,1.22E+18,"RT @occupycorruptDC: @soareschen The Real Umbrella Corp: Wuhan Ultra #Biohazard Lab Was Studying ""The World's Most Dangerous Pathogens"" "
118,"3:42 AM · Jan 28, 2020",unverified,Janet McLaughlin,1.22E+18,"There have been ~3,000 recorded cases of Wuhan coronavirus & 80 deaths. By comparison, 3-5 million people contract serious flu cases requiring hospitalization/year & somewhere between 290K-650K die. ""When it come to being fearful, better the devil we know than the one we don’t"""
119,"4:41 PM · Jan 27, 2020",unverified,Quartz,1.22E+18,Chinese people are using “Chernobyl” to channel their anger about the coronavirus outbreak
120,"9:14 AM · Jan 27, 2020",unverified,joycie,1.22E+18,"the hoseok fanbase in china has donated 1000 bottles of disenfectant, 2000 doctor’s caps, 2000 pairs of surgical gloves, 1000 medical bed sheets, and 1000 doctors gowns to the red cross in wuhan."
121,"5:19 AM · Jan 28, 2020",unverified,BasedPoland,1.22E+18,"The state of California has declared that they are well-prepared to handle the #Wuhan #CoronaVirus if cases would appear in the state. I'm not so sure about that after seeing this video from #SkidRow #LosAngeles"
122,"9:58 AM · Jan 28, 2020",unverified,"Liza Lin",1.22E+18,"There is fear, uncertainty and resignation in #Wuhan as Americans await a government evacuation flight out tonight. Many are forced to ask the tough question: do we go or stay with our Chinese families? Our dispatch: @jamestareddy and @Liz_in_Shanghaihttps://www.wsj.com/articles/americans-in-wuhan-prepare-to-flee-coronavirusor-weather-outbreak-in-isolated-city-11580149927?mod=hp_lead_pos3&mod=article_inline …"
123,"10:43 PM · Jan 26, 2020",unverified,Soares Chen,1.22E+18,"I really appreciate journalists and independent reporters like @StephenMcDonell and @chenqiushi404 risking their life coming back into Wuhan to report about what's happening here. This is incredibly useful information not just for the world, but also for people stuck in the area."
124,"8:50 AM · Jan 28, 2020·Breaking News Prod",unverified,ABC7 Eyewitness News,1.22E+18,"#BREAKING Chartered jet carrying US consulate employees from #Wuhan, China -- center of #coronavirus outbreak -- headed to SoCal, expected to land at Ontario airport this weekhttps://abc7.com/health/jet-with-us-workers-from-center-of-coronavirus-outbreak-in-china-headed-to-ontario/5883495/ …"
125,1.22E+18,unverified,Danielle DiMartino Booth,1.22E+18,Wuhan seafood market may not be source of novel virus spreading globally | Science | AAAS
126,"9:58 AM · Jan 28, 2020",unverified,"Time Systems International",1.22E+18,Fight Against Wuhan Coronavirus Complicated By Return Of Lunar New Year Travelers From Outside China http://dlvr.it/RNsyf4
127,"7:09 AM · Jan 28, 2020",unverified,CNN Breaking News,1.22E+18,The State Department is advising Americans to reconsider traveling to China because of the Wuhan coronavirus that has killed dozens of people
128,"7:39 AM · Jan 28, 2020",unverified,SCMP News,1.22E+18,"Wuhan should’ve been locked down earlier, a resident says, adding that the government has become more open but “there must have been a cover-up before”"
129,"10:59 PM · Jan 27, 2020",unverified,kin. 𓆨,1.22E+18,just wanted to ask duterte when he's planning to not accept flights from china? maybe when all Filipinos are infected or when he is already experiencing it firsthand? just wanted to ask since 3 chinese locals from wuhan are being suspected near our area already. pls take actions
130,"7:50 AM · Jan 28, 2020",unverified,"James ""Stay In. Make Masks. Test People"" Palmer",1.22E+18,"I wrote a piece on that stupid bat video, and the frequent racism of stories blaming Chinese eating habits for disease."
