85,"6:09 AM · Mar 5, 2020",TRUE,Proud OLD Soldier,1.24E+18,"Proving it's about Politics and not facts. Bush fires, Corona virus and an already slowing world economy and it's the LNP's fault if economy struggles. FFS  How about working for the public than your own BS. This is why NO ONE trusts Pollies "
86,"6:30 AM · Mar 5, 2020",TRUE,Angela Taylor,1.24E+18,"Is this a theory too far?The 'Special Ones' decide they need reduce world  population4%. Tell public it will affect 1%They get high risk group nursing the high risk group.Tested first in China They've been trying kill us off for a while #WorldOrder #DWPCrimes #over60's"
87,"6:11 AM · Mar 5, 2020",TRUE,Festive Owl,1.24E+18,"I’ve just received confirmation that #Ultra WILL be cancelled due to #coronavirus concerns with an official announcement to come. I do NOT have further details on refunds, possible postponement etc but the festival’s construction has been stopped. "
88,"8:05 AM · Mar 5, 2020",TRUE,WHO-HD Ch. 13 News,1.24E+18,"Iowa, The University of Iowa held a media briefing on Wednesday to discuss the campus, and state of Iowa preparations should this Coronavirus strike here.​"
89,"3:46 PM · Mar 3, 2020",TRUE,lauren,1.24E+18,MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS
90,"6:35 AM · Mar 5, 2020",TRUE,EssenViews - Silence Kills Democracy,1.24E+18,"Trump hails 'positive impact' of coronavirus: ""It's affecting the airline business...people are staying in our country and they're shopping and they're using our hotels...so from that same point I think...there's a positive impact,"" he saidhttps://americanindependent.com/donald-trump-coronavirus-positive-impact-white-house-covid-19/ …"
91,"8:05 AM · Mar 5, 2020",TRUE,"Chinatown Voices",1.24E+18,Man Fights Back After Getting Water Thrown at Him Because ‘He Has Coronavirus' in NYC
92,"4:50 AM · Mar 5, 2020",TRUE,WPLG Local 10 News,1.24E+18,Miami officials looking to postpone Ultra Music Festival amid growing concerns over coronavirus https://bit.ly/2VOy7iX
93,"6:33 AM · Mar 5, 2020",TRUE,GamesIndustry,1.24E+18,"Update: With Los Angeles having declared a state of emergency, ESA's E3 team is ""actively assessing"" the coronavirus situationhttps://www.gamesindustry.biz/articles/2020-03-02-esa-moves-ahead-with-e3-2020-planning-despite-coronavirus-concerns …"
94,"12:08 AM · Mar 5, 2020",TRUE,Dave Jorgenson ,1.24E+18,Today’s @washingtonpost TikTok features a nifty way to help avoid exposure to the coronavirus https://vm.tiktok.com/gy29hH/
95,"8:05 AM · Mar 5, 2020",TRUE,Yuri Hiranuma,1.24E+18,“Airport workers say they lacked gloves to clean planes from China” 
96,"7:42 AM · Mar 5, 2020",TRUE,kasmouse- adorabledeplorable ***,1.24E+18,Coronavirus: Councilwoman Asked To Resign For Threatening To Infect MAGA Supporter
97,"8:05 AM · Mar 5, 2020",TRUE,Frank,1.24E+18,Coronavirus Update: New Jersey School Districts Preparing For Possible Closures Due To Virus Outbreak.
98,"9:48 PM · Mar 4, 2020",TRUE,Amnesty International,1.24E+18,Coronavirus is not an excuse for racism & hate crimes.
99,"7:46 AM · Mar 5, 2020",TRUE,Donald J. Trump,1.24E+18,"Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov, @HHSGov, and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, our Economy, and our Nation!"
100,"12:52 AM · Mar 5, 2020",TRUE,Barack Obama,1.24E+18,"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science."
101,"9:35 AM · Mar 6, 2020",TRUE,"Gavin Newsom",1.24E+18,BREAKING: we have ordered health insurance companies to waive ALL out-of-pocket costs for preventive coronavirus testing.
102,"11:08 PM · Mar 6, 2020",TRUE,Oliver Willis,1.24E+18,"Trump says increase in jobs from *last month* may be attributable to the coronavirus' effect *right now*: ""We're going to have Americans staying home instead of going and spending their money in other countries, and maybe that's one of the reasons the job numbers are so good."""
103,"10:07 AM · Mar 6, 2020",TRUE,Vera Bergengruen,1.24E+18,New: The Trump administration's insistence that containment should remain the primary way to confront COVID-19 - and repeated claims that it was working - ignored a series of alarm bells from experts inside & outside the US government 
104,"10:53 PM · Mar 6, 2020",TRUE,Jeffrey Stein,1.24E+18,Larry Kudlow on coronavirus
105,"11:50 AM · Mar 6, 2020",TRUE,p.e. moskowitz,1.24E+18,every once in a while im reminded that the government has the power to do whatever the fuck it wants. all the things it doesnt do are simply because the people who run it dont want to do them
106,"12:13 AM · Mar 7, 2020",TRUE,"The Hill",1.24E+18,JUST IN: Trump to visit CDC after initial trip cancelled http://hill.cm/WxDNfIf
107,"7:50 AM · Mar 6, 2020",TRUE,Julia Lindau,1.24E+18,I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.
108,"1:02 PM · Mar 6, 2020",TRUE,CleWest,1.24E+18,"If you’ve used the men’s room at Cleveland Municipal Stadium, you’re immune to the coronavirus"
109,"8:20 AM · Feb 14, 2020",TRUE,Ben Golan,1.23E+18,"China Has Ground To A Halt: ""On The Ground"" Indicators Confirm Worst-Case Scenario | Zero Hedge"
110,"12:14 AM · Mar 7, 2020",TRUE,The Indiana Quarantine Party,1.24E+18,"Keep things clean, wash your hands, and stay home if you’re sick. There. You’re protected from the coronavirus."
111,"12:12 AM · Mar 7, 2020",TRUE,Ronald Klain,1.24E+18,"Yesterday @realDonaldTrump attacked me on @Twitter for speaking out about the #Coronavirus test kit debacle. Today, a new episode of the @EPIDEMICpodcast is out ... about the Test Kit Debacle.  Get it wherever you get podcasts."
112,"11:57 PM · Mar 6, 2020",TRUE,George,1.24E+18,So if you get it you're still fucked even after you recover - Superb
113,"12:14 AM · Mar 7, 2020",TRUE,"dycon prince",1.24E+18,"And the track record will surely continue.""FOR GOD AND MY COUNTRY"""
114,"12:02 AM · Mar 7, 2020",TRUE,"Mike Baker",1.24E+18,"BREAKING: The University of Washington, with more than 50,000 students, is closing classrooms and moving to remote learning amid the coronavirus outbreak."
115,"11:14 PM · Mar 6, 2020",TRUE,Holly Figueroa O'Reilly,1.24E+18,Trump says he's not going to visit the CDC in Atlanta because someone there was infected with
116,"12:14 AM · Mar 7, 2020",TRUE,"Fatima Rodriguez",1.24E+18,I think China was going to send over this virus packed into the flavored e-cigarette cartridges!
117,"10:42 PM · Mar 6, 2020",TRUE,theh0tfather,1.24E+18,marrying O.J. simpson has a higher death rate than coronavirus
118,"5:30 AM · Mar 6, 2020",TRUE,Code of Vets,1.24E+18,"I am a firm believer in staggering vaccinations. Additionally, It is concerning that China makes our vaccines."
119,"1:36 AM · Mar 6, 2020",TRUE,"##vee!! / self portrait@taotiddies",1.24E+18,"The corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health."
120,"5:30 AM · Oct 22, 2018",TRUE,WebMD,1.05E+18,The CDC says only 31% of men and 65% of women wash their hands after using the restroom. 
121,"11:50 PM · Mar 6, 2020",TRUE,lucy ford,1.24E+18,army's have donated almost ~half a million dollars~ to help fight coronavirus in the name of the band they love.
122,"6:56 AM · Mar 7, 2020",TRUE,6 inches is enough,1.24E+18,Y’all tripping the coronavirus is just a cold that can lead to a deadly respiratory infection that basically k*lls you by making you drown in your own snot from the inside and as you gasp for air begging for God to help praying it’s not your last you realize he cannot hear you.
123,"12:10 AM · Mar 7, 2020",TRUE,anika,1.24E+18,people who play league of legends are safe
124,"4:22 PM · Mar 6, 2020",TRUE,"Khaosod English",1.24E+18,"Ministry sec-gen says tourists can choose to cooperate in self-quarantine, or they will be ""invited"" to govt quarantine centers"
125,"4:58 AM · Mar 7, 2020",TRUE,"Oliver Yates",1.24E+18,Time to suspend flight slot rules NOW.  Airlines are burning thousands of gallons of fuel flying empty 'ghost' planes so they can keep their flight slots during the coronavirus outbreak
126,"4:18 AM · Mar 4, 2020",TRUE,🇺🇸Steve🇺🇸🇺🇸America First🇺🇸🇮🇹MAGA🇺🇸KAG,1.24E+18,"Dem Councilwoman Candi CdeBaca tweeted her support for those contracting the Coronavirus to attend every MAGA rally to spread the infection to Trump supporters It can’t be spread at any Dem rally because no supporters show up "
127,"12:59 PM · Mar 4, 2020",TRUE,Patrick Brauckmann,1.24E+18,"True. Furthermore can anyone point to a single example of Hindus pushing their religion and culture outside of India? We can see examples all over the world where Islamists are rioting and killing to assert their way of life. So back to India, safe to say who’s to blame"
128,"12:56 AM · Mar 7, 2020",TRUE,"Paul Graham",1.24E+18,"The Atlantic contacts all 50 state health departments to reconstruct the number the CDC is hiding, and finds that 1,895 people have been tested for the coronavirus in the US."
129,"9:04 AM · Feb 28, 2020",TRUE,g,1.24E+18,if u  have coronavirus come see me in person i will show u the strength of my immune system
130,"2:21 AM · Mar 7, 2020",TRUE,Brent Terhune,1.24E+18,Coronavirus is FAKE NEWS
131,"2:51 AM · Mar 7, 2020",TRUE,Adriel Wallick,1.24E+18,"Hey, so, because of the coronavirus, a lot of people are going to suddenly start living the ""work from home"" life....which sounds great, but can be VERY jarring, isolating, and depressive. "
132,"1:20 AM · Mar 7, 2020",TRUE,Global Times,1.24E+18,"Collateral damage: Marriage registration offices in Chinese city of Xi'an have seen an unprecedented number of divorce appointments since reopen, as #COVID19 evoked the underlying conflicts of couples confined at home."
133,"9:13 AM · Mar 7, 2020",TRUE,Kamala Harris,1.24E+18,"This is irresponsible. Pretending coronavirus cases don’t exist won’t make this crisis go away—it will only expose more people to harm. My message to Trump: it’s time to start taking this crisis seriously"
134,"12:28 PM · Mar 6, 2020",TRUE,Juniper Darling,1.24E+18,"Idk why this isn’t a stat you see more often with the Coronavirus news but of the 90,000 diagnosed with it since it began 52,000 have recovered"
135,"3:33 PM · Mar 7, 2020",TRUE,Bleacher Report,1.24E+18,"""If I show up to an arena and there ain't no fans in there, I ain't playing.""LeBron on possibly playing NBA games without any fans in attendance due to coronavirus outbreak."
136,"8:30 AM · Mar 7, 2020",TRUE,Chris Murphy,1.24E+18,"This is a really important moment. The CDC presser was one of the most frightening things I’ve ever watched, and it should be reported that way. He straight up lied - said everyone can get tested when, in fact, almost no one can. And the shameless self promoting off a crisis..."
